level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,page
5,1,2,1,3,6,2091,250,125,36,93.254761,14:37:11,2
5,1,2,1,4,1,991,296,63,36,96.79348,SORT,2
5,1,2,1,4,2,1073,297,30,34,96.811348,BY,2
5,1,2,1,4,3,1121,296,129,36,96.411133,CUSTOMER,2
5,1,2,1,4,4,1268,297,63,35,96.383636,NAME,2
5,1,2,1,5,1,1366,390,64,35,95.840034,OVER,2
5,1,2,1,5,2,1596,390,66,36,49.166103,OVER,2
5,1,2,1,5,3,1828,390,65,36,93.832359,OVER,2
5,1,2,1,5,4,2057,390,64,35,91.070084,OVER,2
5,1,2,1,6,1,103,434,130,36,96.922798,CUSTOMER,2
5,1,2,1,6,2,333,435,63,35,89.054764,DATE,2
5,1,2,1,6,3,449,435,112,36,86.969193,INVOICE,2
5,1,2,1,6,4,578,437,17,33,93.28907,#,2
5,1,2,1,6,5,793,435,32,35,86.03241,TY,2
5,1,2,1,6,6,892,435,97,35,41.480553,AMOUNT,2
5,1,2,1,6,7,1122,435,112,36,94.698135,CURRENT,2
5,1,2,1,6,8,1384,436,29,35,43.56728,15,2
5,1,2,1,6,9,1614,436,30,36,82.01387,30,2
5,1,2,1,6,10,1845,437,30,35,95.733864,45,2
5,1,2,1,6,11,2074,436,29,36,94.545517,90,2
5,1,2,1,7,1,101,527,98,36,22.996201,WESLLC,2
5,1,2,1,7,2,285,528,29,35,0.0,=—-55,2
5,1,2,1,7,3,331,528,77,41,79.43457,"WEST,",2
5,1,2,1,7,4,432,528,46,36,96.521156,LLC,2
5,1,2,1,7,5,842,528,60,39,45.25367,A/P;,2
5,1,2,1,7,6,1416,530,58,34,81.446266,REP:,2
5,1,2,1,7,7,1745,530,93,35,92.046425,TERMS:,2
5,1,2,1,8,1,349,574,421,43,66.055557,ACCOUNTSPAYABLE@SSWESTLLC.,2
5,1,2,1,8,2,778,574,47,36,96.375076,COM,2
5,1,2,1,9,1,252,619,29,24,84.649559,**,2
5,1,2,1,9,2,301,621,128,39,75.872269,02/03/26,2
5,1,2,1,9,3,448,621,146,36,81.815697,483273-01,2
5,1,2,1,9,4,795,622,29,34,96.767746,IN,2
5,1,2,1,9,5,926,621,127,42,72.231133,"5,585.00",2
5,1,2,1,9,6,1383,622,129,42,87.222839,"5,585.00",2
5,1,2,1,10,1,252,666,29,23,72.706253,**,2
5,1,2,1,10,2,301,667,128,39,60.833298,02/18/26,2
5,1,2,1,10,3,449,667,144,36,88.541145,483273-02,2
5,1,2,1,10,4,795,668,29,34,96.882179,IN,2
5,1,2,1,10,5,959,667,94,37,73.367157,350.00,2
5,1,2,1,10,6,1187,668,95,36,82.329414,350.00,2
5,1,2,1,11,1,252,713,29,23,58.817234,**,2
5,1,2,1,11,2,301,713,128,41,57.638832,91/21/26,2
5,1,2,1,11,3,448,714,145,37,53.914875,483530-61,2
5,1,2,1,11,4,796,714,28,36,96.430374,IN,2
5,1,2,1,11,5,926,714,128,42,71.876152,"2,793.03",2
5,1,2,1,11,6,1383,715,129,43,90.935822,"2,103.03",2
5,1,2,1,12,1,252,760,29,23,66.307137,**,2
5,1,2,1,12,2,301,760,128,40,60.768284,91/26/26,2
5,1,2,1,12,3,449,761,145,36,86.996712,483532-01,2
5,1,2,1,12,4,795,761,29,36,96.896973,IN,2
5,1,2,1,12,5,927,761,126,42,55.620441,"7,965.02",2
5,1,2,1,12,6,1384,761,128,43,78.74411,"7,965.02",2
5,1,2,1,13,1,252,806,29,23,79.437859,**,2
5,1,2,1,13,2,301,807,128,39,52.060844,02/03/26,2
5,1,2,1,13,3,449,807,145,36,59.294754,483690-01,2
5,1,2,1,13,4,796,808,28,34,81.337494,IN,2
5,1,2,1,13,5,911,807,142,42,42.898216,"13,462.96",2
5,1,2,1,13,6,1369,808,143,42,88.095566,"13,462.96",2
5,1,2,1,14,1,252,852,29,23,78.455261,**,2
5,1,2,1,14,2,302,853,127,39,54.770721,01/30/26,2
5,1,2,1,14,3,449,853,145,37,77.467079,483691-01,2
5,1,2,1,14,4,796,853,28,36,95.955597,IN,2
5,1,2,1,14,5,959,853,58,37,77.772156,896.,2
5,1,2,1,14,6,1026,853,28,37,77.772156,00,2
5,1,2,1,14,7,1417,854,95,37,73.932632,896.,2
5,1,2,1,14,8,1484,850,29,57,73.932632,06,2
5,1,2,1,15,1,252,898,29,24,71.271011,**,2
5,1,2,1,15,2,302,899,127,40,75.236603,02/13/26,2
5,1,2,1,15,3,449,900,145,36,88.791832,483801-01,2
5,1,2,1,15,4,796,900,28,36,96.83461,IN,2
5,1,2,1,15,5,927,900,127,42,78.78334,"3,909.25",2
5,1,2,1,15,6,1155,900,127,43,58.330212,"3,909.25",2
5,1,2,1,16,1,252,945,29,23,74.129486,**,2
5,1,2,1,16,2,301,946,128,40,29.163879,92/12/26,2
5,1,2,1,16,3,449,946,145,36,87.544838,483860-01,2
5,1,2,1,16,4,796,947,28,35,96.781853,IN,2
5,1,2,1,16,5,927,947,127,42,92.140327,"3,766.77",2
5,1,2,1,16,6,1155,947,127,42,81.018272,"3,766.77",2
5,1,2,1,17,1,712,993,113,35,47.512619,BALANCE,2
5,1,2,1,17,2,862,989,38,56,8.290466,—,2
5,1,2,1,17,3,910,993,42,42,8.290466,"38,",2
5,1,2,1,17,4,959,993,95,37,84.803444,638.03,2
5,1,2,1,17,5,1155,994,127,42,83.530762,"8,026.02",2
5,1,2,1,17,6,1367,994,146,42,60.346302,"30,612.01",2
5,1,2,1,17,7,1682,994,62,36,82.195686,"9,00",2
5,1,2,1,17,8,1912,994,61,36,74.449089,9.00,2
5,1,2,1,17,9,2139,994,62,36,82.926338,0.00,2
5,1,2,1,18,1,102,1040,98,35,92.596275,AAFINT,2
5,1,2,1,18,2,284,1040,46,34,0.0,AAP,2
5,1,2,1,18,3,351,1040,212,36,95.84613,INTERNATIONAL,2
5,1,2,1,18,4,843,1040,59,39,65.506729,A/P:,2
5,1,2,1,18,5,926,1021,45,54,29.993233,YAT,2
5,1,2,1,18,6,991,1021,308,58,67.966263,MALAVE/502-637-6123,2
5,1,2,1,18,7,1417,1041,58,35,88.658684,REP:,2
5,1,2,1,18,8,1746,1041,93,35,87.372665,TERMS:,2
5,1,2,1,19,1,350,1086,278,43,43.297421,JHILL@AAFINTL.,2
5,1,2,1,19,2,583,1082,48,56,43.297421,COM,2
5,1,2,1,20,1,350,1133,294,42,71.110428,CJONESGAAFINTL.,2
5,1,2,1,20,2,602,1129,43,56,96.792206,COM,2
5,1,2,1,21,1,252,1178,30,23,69.218056,**,2
5,1,2,1,21,2,301,1179,128,39,61.630215,91/21/26,2
5,1,2,1,21,3,449,1179,145,36,90.142479,044463-01,2
5,1,2,1,21,4,796,1180,29,34,96.469078,IN,2
5,1,2,1,21,5,927,1179,127,42,56.49527,"2,883.05",2
5,1,2,1,21,6,1384,1180,129,42,88.365639,"2,883.05",2
5,1,2,1,22,1,712,1226,113,35,96.917252,BALANCE,2
5,1,2,1,22,2,927,1226,127,42,91.212112,"2,883.05",2
5,1,2,1,22,3,1220,1226,63,36,89.25531,0.00,2
5,1,2,1,22,4,1384,1227,129,41,89.397301,"2,883.05",2
5,1,2,1,22,5,1682,1227,62,36,92.233856,0.00,2
5,1,2,1,22,6,1912,1227,61,36,67.910477,9.00,2
5,1,2,1,22,7,2140,1226,61,36,79.680634,9.00,2
5,1,2,1,23,1,102,1272,99,35,46.616699,ABAPAR,2
5,1,2,1,23,2,284,1272,80,36,46.616699, ABACO,2
5,1,2,1,23,3,384,1272,128,36,95.670685,PARTNERS,2
5,1,2,1,23,4,531,1273,49,34,92.847054,DBA,2
5,1,2,1,23,5,597,1272,114,36,87.264343,SUREFIL,2
5,1,2,1,23,6,843,1273,60,38,61.681477,A/P:,2
5,1,2,1,23,7,927,1272,209,40,61.681477,/616-532-1700,2
5,1,2,1,23,8,1417,1274,58,34,93.570892,REP:,2
5,1,2,1,23,9,1746,1273,93,36,74.454651,TERMS:,2
5,1,2,1,24,1,349,1319,230,42,78.191498,AP@SUREFIL.,2
5,1,2,1,24,2,536,1315,47,56,96.929535,COM,2
5,1,2,1,25,1,253,1364,29,23,78.567741,**,2
5,1,2,1,25,2,302,1365,127,39,56.262264,91/28/26,2
5,1,2,1,25,3,449,1365,145,36,88.546143,482874-01,2
5,1,2,1,25,4,796,1366,29,35,66.586105,IN,2
5,1,2,1,25,5,910,1366,42,41,55.590752,"37,",2
5,1,2,1,25,6,961,1365,92,37,75.132599,186.32,2
5,1,2,1,25,7,1368,1366,41,42,77.321167,"37,",2
5,1,2,1,25,8,1420,1366,93,36,77.321167,186.32,2
5,1,2,1,26,1,252,1411,30,23,54.574543,**,2
5,1,2,1,26,2,302,1412,127,39,62.042923,1/28/26,2
5,1,2,1,26,3,449,1412,145,36,88.579979,482875-01,2
5,1,2,1,26,4,796,1412,29,35,65.384956,IN,2
5,1,2,1,26,5,911,1412,143,42,50.293556,"25,836.89",2
5,1,2,1,26,6,1368,1413,145,41,67.47052,"25,836.89",2
5,1,2,1,27,1,713,1458,113,36,86.88884,BALANCE,2
5,1,2,1,27,2,911,1458,143,42,34.263596,"63,023.21",2
5,1,2,1,27,3,1220,1458,63,36,80.084061,0.00,2
5,1,2,1,27,4,1332,1454,20,56,33.516327,=,2
5,1,2,1,27,5,1368,1458,145,42,64.725334,"63,023.21",2
5,1,2,1,27,6,1682,1459,62,36,92.08149,0.00,2
5,1,2,1,27,7,1911,1459,63,36,68.353882,0.00,2
5,1,2,1,27,8,2140,1458,61,37,80.710098,0.00,2
5,1,2,1,28,1,102,1504,97,36,84.968315,AGILLC,2
5,1,2,1,28,2,242,1500,24,56,17.65464,=,2
5,1,2,1,28,3,284,1504,59,42,17.65464,"AGI,",2
5,1,2,1,28,4,367,1504,46,36,92.791328,LLC,2
5,1,2,1,28,5,843,1505,60,39,73.366516,A/P:,2
5,1,2,1,28,6,927,1505,47,36,92.640831,JIM,2
5,1,2,1,28,7,992,1505,242,39,90.924385,GUNN/3146912761,2
5,1,2,1,28,8,1417,1506,58,35,84.123108,REP;,2
5,1,2,1,28,9,1746,1506,93,35,93.791016,TERMS:,2
5,1,2,1,29,1,338,1528,219,75,36.974987,“JGUNNGAGISTL.,2
5,1,2,1,29,2,565,1551,47,36,96.028435,COM,2
5,1,2,1,30,1,351,1597,239,43,68.275253,LGARCIAGAGISTL.,2
5,1,2,1,30,2,597,1598,48,35,87.249207,COM,2
5,1,2,1,31,1,252,1643,30,23,59.886112,**,2
5,1,2,1,31,2,301,1644,128,39,59.487511,1/21/26,2
5,1,2,1,31,3,449,1644,146,36,89.752975,482692-01,2
5,1,2,1,31,4,796,1645,29,35,52.625786,IN,2
5,1,2,1,31,5,912,1644,142,42,21.843277,"12,553.47",2
5,1,2,1,31,6,1369,1645,144,41,70.980537,"12,553.47",2
5,1,2,1,32,1,713,1691,113,35,80.819817,BALANCE,2
5,1,2,1,32,2,867,1687,20,56,39.238094,=,2
5,1,2,1,32,3,912,1691,142,42,39.238094,"12,553.47",2
5,1,2,1,32,4,1220,1691,63,36,0.51004,0.00,2
5,1,2,1,32,5,1328,1687,19,56,28.177635,=,2
5,1,2,1,32,6,1369,1691,144,42,80.901558,"12,553.47",2
5,1,2,1,32,7,1682,1691,62,36,85.018845,0.06,2
5,1,2,1,32,8,1911,1691,63,36,73.216217,9.00,2
5,1,2,1,32,9,2139,1691,62,36,74.954407,0.90,2
5,1,2,1,33,1,102,1737,97,35,77.629181,ALLMOU,2
5,1,2,1,33,2,238,1732,28,56,16.528351,==,2
5,1,2,1,33,3,284,1737,96,35,79.734848,ALLIED,2
5,1,2,1,33,4,399,1736,113,36,95.553055,MOULDED,2
5,1,2,1,33,5,532,1736,128,36,96.174019,PRODUCTS,2
5,1,2,1,33,6,680,1737,47,35,96.608665,INC,2
5,1,2,1,33,7,843,1733,60,56,75.895721,A/P:,2
5,1,2,1,33,8,1417,1738,58,35,92.305672,REP:,2
5,1,2,1,33,9,1746,1738,93,35,83.464027,TERMS:,2
5,1,2,1,34,1,350,1783,443,43,68.217316,CBELPASSOGALLIEDMOULDED.,2
5,1,2,1,34,2,752,1779,42,56,83.083595,COM,2
5,1,2,1,35,1,252,1829,29,23,65.402328,**,2
5,1,2,1,35,2,303,1830,126,39,81.29895,12/22/25,2
5,1,2,1,35,3,449,1829,145,37,81.29895,482370-02,2
5,1,2,1,35,4,796,1831,29,34,96.634552,IN,2
5,1,2,1,35,5,961,1830,93,36,63.882603,150.00,2
5,1,2,1,35,6,1880,1830,94,37,79.808434,150.00,2
5,1,2,1,36,1,252,1876,29,23,69.400375,**,2
5,1,2,1,36,2,301,1876,128,39,46.281479,92/11/26,2
5,1,2,1,36,3,449,1876,145,36,88.697281,483487-01,2
5,1,2,1,36,4,796,1877,29,35,75.969391,IN,2
5,1,2,1,36,5,911,1876,143,42,0.0,"35,813.10",2
5,1,2,1,36,6,1139,1877,144,41,8.015823,"35,813.10",2
5,1,2,1,37,1,252,1922,29,23,45.891632,¥*,2
5,1,2,1,37,2,301,1923,128,39,20.239494,92/18/26,2
5,1,2,1,37,3,449,1923,145,36,81.654366,483487-02,2
5,1,2,1,37,4,796,1924,29,34,96.670853,IN,2
5,1,2,1,37,5,960,1923,94,36,84.995598,250.00,2
5,1,2,1,37,6,1188,1923,95,36,75.857635,"250,00",2
5,1,2,1,38,1,713,1969,112,36,90.069778,BALANCE,2
5,1,2,1,38,2,910,1969,144,42,51.548035,"36,213.10",2
5,1,2,1,38,3,1139,1969,144,42,37.237911,"36,063.10",2
5,1,2,1,38,4,1450,1969,63,36,88.862099,0.00,2
5,1,2,1,38,5,1682,1969,62,37,80.474594,"0,00",2
5,1,2,1,38,6,1880,1970,93,36,88.98674,150.00,2
5,1,2,1,38,7,2139,1969,62,37,83.365685,"9,00",2
5,1,2,1,39,1,102,2016,97,35,88.662109,ANDMAC,2
5,1,2,1,39,2,284,2016,98,35,69.263992,ANDREW,2
5,1,2,1,39,3,399,2015,65,36,92.991074,MACK,2
5,1,2,1,39,4,481,2015,16,36,92.991074,&,2
5,1,2,1,39,5,515,2015,63,36,96.95311,SONS,2
5,1,2,1,39,6,597,2016,80,35,96.013489,BRUSH,2
5,1,2,1,39,7,696,2016,81,35,73.362595,COMPA,2
5,1,2,1,39,8,802,2011,24,56,44.150143,==,2
5,1,2,1,39,9,843,2017,60,38,62.932018,A/P:,2
5,1,2,1,39,10,1417,2017,58,35,80.672379,REP;,2
5,1,2,1,39,11,1746,2016,93,36,83.339394,TERMS;,2
5,1,2,1,40,1,252,2062,29,23,80.325974,**,2
5,1,2,1,40,2,301,2062,128,39,50.67947,92/06/26,2
5,1,2,1,40,3,449,2062,145,36,88.149788,483118-01,2
5,1,2,1,40,4,796,2063,29,35,96.409531,IN,2
5,1,2,1,40,5,927,2062,127,42,93.081261,"7,195.96",2
5,1,2,1,40,6,1156,2062,127,42,24.361977,"7,195.96",2
5,1,2,1,41,1,712,2109,114,36,96.749123,BALANCE,2
5,1,2,1,41,2,927,2109,127,42,92.434181,"7,195.96",2
5,1,2,1,41,3,1155,2109,128,42,54.666275,"7,195.96",2
5,1,2,1,41,4,1450,2109,63,36,87.379501,0.00,2
5,1,2,1,41,5,1681,2109,63,36,80.744904,0.00,2
5,1,2,1,41,6,1912,2110,61,35,83.49221,9.00,2
5,1,2,1,41,7,2139,2109,62,36,73.892212,9.00,2
5,1,2,1,42,1,102,2156,97,35,87.300827,ANNPUB,2
5,1,2,1,42,2,242,2151,24,56,41.415604,=,2
5,1,2,1,42,3,284,2155,112,36,0.0,ANNE'S,2
5,1,2,1,42,4,416,2155,162,36,96.486893,PUBLISHING,2
5,1,2,1,42,5,598,2156,45,35,95.481056,LLC,2
5,1,2,1,42,6,843,2156,60,39,66.702225,A/P:,2
5,1,2,1,42,7,1417,2156,58,35,84.649376,REP;,2
5,1,2,1,42,8,1746,2156,93,36,81.059822,TERMS:,2
5,1,2,1,43,1,349,2202,129,36,91.976997,ACCOUNTS,2
5,1,2,1,43,2,499,2202,360,42,85.211998,PAYABLE@DRGNETWORK.COM,2
5,1,2,1,43,3,886,2198,10,56,30.628159,—,2
5,1,2,1,43,4,910,2202,79,36,90.647697,SUSAN,2
5,1,2,1,43,5,1007,2203,26,34,88.532288,T.,2
5,1,2,1,44,1,252,2248,29,23,72.930023,**,2
5,1,2,1,44,2,301,2248,128,39,42.991123,92/04/26,2
5,1,2,1,44,3,449,2244,145,40,91.668411,482065-02,2
5,1,2,1,44,4,796,2249,29,35,96.701553,IN,2
5,1,2,1,44,5,959,2248,95,36,70.343483,275.00,2
5,1,2,1,44,6,1417,2248,96,36,92.400459,275.00,2
5,1,2,1,45,1,252,2294,29,23,47.590385,**,2
5,1,2,1,45,2,301,2294,128,40,20.570297,91/29/26,2
5,1,2,1,45,3,449,2294,145,37,91.232536,482416-03,2
5,1,2,1,45,4,796,2296,29,35,96.702225,IN,2
5,1,2,1,45,5,959,2295,95,36,84.846649,"257,50",2
5,1,2,1,45,6,1417,2295,96,36,92.325897,257.50,2
5,1,2,1,46,1,252,2341,29,23,81.830536,**,2
5,1,2,1,46,2,301,2341,128,40,54.662292,02/11/26,2
5,1,2,1,46,3,449,2341,145,37,85.547829,483088-01,2
5,1,2,1,46,4,796,2343,29,35,96.830734,IN,2
5,1,2,1,46,5,927,2341,127,43,67.853607,"7,296.24",2
5,1,2,1,46,6,1155,2341,128,43,93.250458,"7,296.24",2
5,1,2,1,47,1,712,2389,113,36,96.947754,BALANCE,2
5,1,2,1,47,2,927,2388,127,43,94.532303,"7,828.74",2
5,1,2,1,47,3,1155,2388,128,42,94.329002,"7,296.24",2
5,1,2,1,47,4,1417,2388,96,37,73.219299,332.50,2
5,1,2,1,47,5,1682,2389,62,36,89.592865,9.00,2
5,1,2,1,47,6,1911,2389,62,36,76.482582,9.00,2
5,1,2,1,47,7,2139,2389,61,36,72.677567,0.00,2
5,1,2,1,48,1,101,2435,97,36,79.191307,ANNINC,2
5,1,2,1,48,2,234,2430,15,57,0.0,—,2
5,1,2,1,48,3,284,2435,79,36,0.0, ANNOD,2
5,1,2,1,48,4,383,2434,46,37,95.735382,INC,2
5,1,2,1,48,5,843,2436,59,38,24.204582,A/:,2
5,1,2,1,48,6,926,2416,209,58,3.700714,574-970-4696,2
5,1,2,1,48,7,1416,2436,59,35,67.336205,REP:,2
5,1,2,1,48,8,1746,2436,93,35,83.845612,TERMS,2
5,1,2,1,48,9,1833,2432,10,55,83.845612,:,2
5,1,2,1,49,1,351,2480,95,36,92.909752,FONDRA,2
5,1,2,1,49,2,463,2480,95,36,84.663719,WEBB,2
5,1,2,1,49,3,543,2476,19,56,84.663719,-,2
5,1,2,1,49,4,581,2476,96,90,0.0,FIHORA,2
5,1,2,1,49,5,677,2522,11,5,57.235676,|,2
5,1,2,1,49,6,693,2480,242,43,45.845779,"W@URTWORLDWIDE,",2
5,1,2,1,49,7,943,2480,46,37,96.479362,COM,2
5,1,2,1,50,1,252,2527,28,23,85.751053,**,2
5,1,2,1,50,2,301,2526,127,40,60.607464,01/07/26,2
5,1,2,1,50,3,448,2526,129,37,64.951759,482680-6,2
5,1,2,1,50,4,796,2527,28,36,68.044388,IN,2
5,1,2,1,50,5,911,2527,105,42,68.044388,"16,749,",2
5,1,2,1,51,1,301,2574,127,39,71.025726,92/02/26,2
5,1,2,1,51,2,448,2574,110,36,91.120308,482680-,2
5,1,2,1,51,3,564,2527,30,82,22.220551,‘,2
5,1,2,1,51,4,795,2575,30,35,67.370834,PY,2
5,1,2,1,51,5,861,2570,19,56,30.609421,=,2
5,1,2,1,51,6,897,2575,54,40,14.112328,"-17,",2
5,1,2,1,51,7,959,2574,94,36,14.112328,419.95,2
5,1,2,1,51,8,1635,2574,108,36,83.304863,-670.00,2
5,1,2,1,52,1,251,2620,29,23,53.135357,**,2
5,1,2,1,52,2,300,2620,128,40,75.944275,1/28/26,2
5,1,2,1,52,3,448,2620,145,36,83.028145,482936-02,2
5,1,2,1,52,4,795,2622,29,34,96.924034,IN,2
5,1,2,1,52,5,926,2620,127,42,71.022797,"2,488.63",2
5,1,2,1,52,6,1384,2620,128,42,73.075409,"2,488.63",2
5,1,2,1,53,1,251,2666,29,24,62.253551,**,2
5,1,2,1,53,2,300,2667,128,39,69.378288,91/21/26,2
5,1,2,1,53,3,448,2667,145,36,88.822678,482973-02,2
5,1,2,1,53,4,795,2668,29,35,96.906342,IN,2
5,1,2,1,53,5,926,2667,127,42,89.183853,"3,961.50",2
5,1,2,1,53,6,1383,2667,129,42,78.977493,"3,961.50",2
5,1,2,1,54,1,251,2713,29,23,60.356281,**,2
5,1,2,1,54,2,300,2713,128,40,65.681808,91/21/26,2
5,1,2,1,54,3,448,2713,145,36,72.513733,483040-02,2
5,1,2,1,54,4,795,2715,29,34,96.724411,IN,2
5,1,2,1,54,5,928,2713,125,43,88.601799,"1,874.61",2
5,1,2,1,54,6,1385,2713,127,42,34.784866,"1,874.61",2
5,1,2,1,55,1,251,2759,29,23,67.989532,**,2
5,1,2,1,55,2,300,2759,128,40,47.193966,92/03/26,2
5,1,2,1,55,3,448,2759,145,36,89.243225,483263-01,2
5,1,2,1,55,4,795,2761,29,34,96.878784,IN,2
5,1,2,1,55,5,926,2760,127,41,85.920532,"8,544.55",2
5,1,2,1,55,6,1383,2760,129,41,62.69627,"8,544.55",2
5,1,3,1,1,1,251,2806,29,23,64.889984,**,2
5,1,3,1,1,2,300,2806,128,39,44.713291,92/03/26,2
5,1,3,1,1,3,448,2806,145,36,85.658661,483263-02,2
5,1,3,1,1,4,795,2807,29,35,96.650749,IN,2
5,1,3,1,1,5,926,2806,127,42,94.272873,"4,970.96",2
5,1,3,1,1,6,1383,2806,129,41,82.722404,"4,970.96",2
5,1,1,1,1,1,114,151,74,35,88.651222,PROG:,3
5,1,1,1,1,2,212,151,127,35,76.668655,AR-ARAGE,3
5,1,1,1,1,3,991,149,78,35,95.153786,CARGO,3
5,1,1,1,1,4,1089,148,137,42,95.265564,"SERVICES,",3
5,1,1,1,1,5,1251,149,56,35,93.314674,INC.,3
5,1,1,1,1,6,1968,144,62,36,94.504883,PAGE,3
